total_time,parallel_time,data_load_time,convolution_time,save_time,num_processes
40.22894,11.722514,9.923,14.618,24.337,2
26.413248,7.590689,10.482,10.567,14.980,4
30.757938,7.463927,9.994,14.049,15.861,8
